file	affiliations	country
paper604.pdf	University of California, Berkeley-University of California, Berkeley-Institute (ICSI)-University of California, Berkeley-University of California, Berkeley-Hebrew University of Jerusalem-Hebrew University of Jerusalem-University of California, Berkeley-University of California, Berkeley	
paper162.pdf	Future University Hakodate-Future University Hakodate	Japan-Japan
paper189.pdf	University of Lapland-University of Lapland-University of Stuttgart-University of Stuttgart-University of Regensburg-University of Regensburg	Finland-Germany-Germany
paper002.pdf	Google-Information Technology University-Information Technology University-Google-North South University-North South University-Universidad de Colima-University of Kentucky-University of Kentucky-Google	USA-USA-USA-USA-USA
paper016.pdf	Carnegie Mellon University-Carnegie Mellon University-Carnegie Mellon University-Carnegie Mellon University-University of Turin-University of Turin-Carnegie Mellon University-Carnegie Mellon University-Carnegie Mellon University-Carnegie Mellon University-Carnegie Mellon University-Carnegie Mellon University	
paper228.pdf	School of ITMS-University of South-University of South-School of Product Design-University of Canterbury-University of Canterbury-Immersive Analytics Lab,-Monash University-Monash University	Australia-Australia-Australia
paper566.pdf	Hasso Plattner Institute at the University of Potsdam-Hasso Plattner Institute at the University of Potsdam-Hasso Plattner Institute at the University of Potsdam	Germany
paper200.pdf	Department of Computer Science and Technology, Tsinghua University, Beijing,-Department of Computer Science and Technology, Tsinghua University, Beijing,-Department of Computer Science and Technology, Tsinghua University, Beijing,-Key Laboratory of Pervasive Computing, Ministry of Education,-Key Laboratory of Pervasive Computing, Ministry of Education,-Global Innovation eXchange Institute, Tsinghua University, Beijing,-Global Innovation eXchange Institute, Tsinghua University, Beijing,-Global Innovation eXchange Institute, Tsinghua University, Beijing,-Department of Computer Science, Stony Brook University, Stony Brook, NY,-Department of Computer Science, Stony Brook University, Stony Brook, NY,-Department of Computer Science, Stony Brook University, Stony Brook, NY,	China-China-China-United States
paper214.pdf	Human-Centered Comp.-Human-Centered Comp.-Human-Centered Comp.-Aalborg University-Aalborg University-Aalborg University-Aalborg University-Aalborg University-Aalborg University-Aalborg University-Aalborg University	
paper572.pdf	University of Tokyo-University of Tokyo	Japan
paper599.pdf	UCL Interaction Centre-University College London-University College London-University College London-Institute for Global Health-University College London-University College London-University College London-UCL Interaction Centre-University College London-University College London-University College London	United Kingdom-United Kingdom-United Kingdom
paper598.pdf	University-University	Korea-Korea-Korea-Korea-Korea-Korea
paper215.pdf	MintViz Lab | MANSiD Research Center-MintViz Lab | MANSiD Research Center-University Ştefan cel Mare of Suceava-University Ştefan cel Mare of Suceava-MintViz Lab | MANSiD Research Center-MintViz Lab | MANSiD Research Center-University Ştefan cel Mare of Suceava-University Ştefan cel Mare of Suceava	
paper573.pdf	East  Normal University-East  Normal University-Adobe Research-Adobe Research-Adobe Research-Adobe Research-Adobe Research-Adobe Research-East  Normal University-East  Normal University-Tongji University-Tongji University	China-China
paper567.pdf	Interaction Institute-Carnegie Mellon University-Carnegie Mellon University-Carnegie Mellon University-Carnegie Mellon University-Carnegie Mellon University-Carnegie Mellon University-Interaction Institute-Carnegie Mellon University-Carnegie Mellon University	
paper201.pdf	University of South-University of South-University of South-University of South-University of South-University of South-University of South-University of South	Australia-Australia-Australia-Australia-Australia-Australia-Australia-Australia-Australia
paper229.pdf	University of Toronto-University of Toronto-University of Toronto-University of Toronto-University of Toronto-University of Toronto	Canada-Canada-Canada-Canada
paper017.pdf	Yale-NUS College,-Singapore University of Technology and Design (SUTD)-Singapore University of Technology and Design (SUTD)-Advanced Institute of Science and Technology-Department of Communications and New Media-National University of Singapore (NUS)-National University of Singapore (NUS)	Korea-Korea
paper003.pdf	Microsoft-Paul G. Allen School of Computer-University of Washington-University of Washington	USA-USA
paper188.pdf	Tableau Research	
paper605.pdf	University of Luxembourg-University of Luxembourg-HCI Research Group-University of Luxembourg-University of Luxembourg-University of Luxembourg-University of Luxembourg-University of Luxembourg-University of Luxembourg-University of Luxembourg-University of Luxembourg-HCI Research Group-University of Luxembourg-University of Luxembourg-HCI Research Group	
paper163.pdf	University of British Columbia-University of British Columbia-Google-University of British Columbia-University of British Columbia	Canada-Canada
paper177.pdf	School of Computing, KAIST	Korea-Korea-Korea-Korea-Korea
paper611.pdf	University of Maryland, Baltimore-University of Maryland, Baltimore-University of Maryland, Baltimore-University of Maryland, Baltimore-Pomona College-Vassar College-University of Maryland, Baltimore-University of Maryland, Baltimore-Anne Arundel Medical Center-Anne Arundel Medical Center-University of Maryland, Baltimore-University of Maryland, Baltimore-University of Maryland, Baltimore-University of Maryland, Baltimore	
paper639.pdf	The Mixed Reality Laboratory-The Mixed Reality Laboratory-University of Nottingham,-University of Nottingham,-UCL Interaction Centre-University College London,-University College London,-University College London,-University of Southamptom,-University of Southamptom,	UK-UK-UK
paper361.pdf	University of Stuttgart-University of Stuttgart-University of Hagen-University of Hagen-University of Stuttgart-University of Stuttgart-University of Regensburg-University of Regensburg	Germany-Germany-Germany-Germany
paper407.pdf	LS Research Center, Leibniz Universtät Hannover-LS Research Center, Leibniz Universtät Hannover	Germany
paper413.pdf	Department of Computer Science-University of Maryland, College Park, MD,-University of Maryland, College Park, MD,-University of Maryland, College Park, MD,-Google LLC, San Francisco, CA &-University of Maryland, College Park, MD,-University of Maryland, College Park, MD,-University of Maryland, College Park, MD,-Department of Computer Science-University of Bath, Bath,-University of Bath, Bath,-School of Interactive Arts + Technology (SIAT)-Simon Fraser University, Vancouver, BC,-Simon Fraser University, Vancouver, BC,	USA-USA-United Kingdom-Canada
paper375.pdf	Singapore Management University-Singapore Management University-Singapore Management University-Singapore Management University-Seoul National University-Seoul National University	
paper349.pdf	Northumbria University-Northumbria University-Northumbria University-Northumbria University-Northumbria University-Northumbria University	UK-UK-UK
paper439.pdf	Georgia Institute of Technology-Georgia Institute of Technology-Georgia State University-Georgia State University-Georgia Institute of Technology	USA-USA-USA-USA
paper405.pdf	University of Siegen-University of Siegen-Department of Management Sciences-Department of Management Sciences-Bonn Rhein-Sieg University-Bonn Rhein-Sieg University-Bonn-Rhein-Sieg University-Bonn-Rhein-Sieg University-Department of Management Sciences-Bonn Rhein-Sieg University-Bonn Rhein-Sieg University	Germany-Germany-Germany-Germany
paper363.pdf	University of Ontario Institute of-University of Ontario Institute of-University of Ontario Institute of-University of Ontario Institute of-University of Ontario Institute of-University of Ontario Institute of-Department of Industrial Design-Eindhoven University of Technology-Eindhoven University of Technology	
paper377.pdf	Open Lab-Newcastle University-Newcastle University-Open Lab-Newcastle University-Newcastle University-Open Lab-Newcastle University-Newcastle University-PaCT Lab-Northumbria University-Northumbria University-Open Lab-Newcastle University-Newcastle University-Monash University-Monash University	UK-UK-UK-UK-UK-Australia
paper411.pdf	University of Washington-University of Washington-Microsoft Research-Microsoft Research-HCI; Empirical studies in visualization; Laboratory experi--HCI; Empirical studies in visualization; Laboratory experi-	USA-USA-USA
paper388.pdf		Italy-Italy-Italy
paper149.pdf	NTT Communication Science Laboratories-Faculty of Human Sciences, University of Tsukuba-Faculty of Human Sciences, University of Tsukuba-Artifcial Intelligence Laboratory, University of Tsukuba-Artifcial Intelligence Laboratory, University of Tsukuba-Artifcial Intelligence Laboratory, University of Tsukuba-Artifcial Intelligence Laboratory, University of Tsukuba-NTT Communication Science Laboratories	
paper161.pdf	Bundeswehr University Munich-Bundeswehr University Munich	
paper607.pdf	to Out-of-School Learning Opportunities-Department of Informatics-Connected Learning Lab-University of California,-University of California,-University of California,-University of California,-University of California,-University of California,-University of California,-University of California,	USA-USA-USA-USA
paper613.pdf	University of Tsukuba-University of Tsukuba-University of Tsukuba-University of Tsukuba	
paper175.pdf	University of Würzburg-University of Würzburg-University of Würzburg-University of Würzburg-University of Würzburg-University of Würzburg	
paper029.pdf	University of Siegen-University of Siegen	Germany
paper015.pdf	Carnegie Mellon University, Human-Computer Interaction Institute-Carnegie Mellon University, Human-Computer Interaction Institute-Carnegie Mellon University, Human-Computer Interaction Institute-INTRODUCTION	
paper001.pdf	Human Centered Design and Engineering-DUB Group, University of Washington-DUB Group, University of Washington-DUB Group, University of Washington-Human Centered Design and Engineering-DUB Group, University of Washington-DUB Group, University of Washington-DUB Group, University of Washington	
paper559.pdf	University of Minnesota, Macalester College, University of Chicago-University of Minnesota, Macalester College, University of Chicago-University of Minnesota, Macalester College, University of Chicago	
paper571.pdf	University of Nottingham-University of Nottingham-Breda University of-Breda University of	UK-Netherlands
paper217.pdf	University of Zurich-University of Zurich-Univ. Paris-Sud, CNRS,-Inria, Université Paris-Saclay-Inria, Université Paris-Saclay	France
paper203.pdf	University of Auckland-University of Auckland-University of Bath-University of Bath-University of Auckland-University of Auckland	UK
paper565.pdf	School of Informatics, Computing,-School of Informatics, Computing,-School of Informatics, Computing,-Indiana University Bloomington-Indiana University Bloomington-Indiana University Bloomington-Indiana University Bloomington-Indiana University Bloomington-Indiana University Bloomington	
paper202.pdf	University of Washington-University of Washington-University of Michigan-University of Michigan-Northwestern University-Northwestern University	
